zip_codes,eviction_rate_unit,fraction_total_renters
6770,0.04083570750237417,1.9354008003097976
6082,0.03116839356414784,1.9835226539305537
6120,0.10215438429127906,2.1018222107482467
6042,0.018911977585804332,2.146936448517706
6405,0.02050113895216399,2.200572264532507
6830,0.012893010631078953,2.216111613097543
6790,0.05005968367651445,2.2396712705993718
6226,0.032029795158286765,2.2431801557592186
6112,0.06974496245073976,2.247190310227615
6610,0.06798198584602189,2.337418785766533
6108,0.06029867568329104,2.372006368056452
6708,0.06829807825245406,2.4171206058259114
6451,0.058698920322536534,2.4451916871046855
6492,0.022209158011627102,2.5579772815283337
6460,0.021612149532710224,2.5745191687104683
6854,0.030248033877797946,2.761993890107999
6704,0.10260064125400778,2.8141258981971515
6450,0.043193793063516915,2.8858074093197366
6705,0.040955065494942794,3.0231551998623125
6066,0.028671551449506266,3.14696871907405
6605,0.06453275604350298,3.2417086183899144
6606,0.06158866116039564,3.277298739296932
6053,0.051669721034412516,3.2823114323824276
6320,0.060350030175015106,3.3224129770663913
6604,0.06380130874479474,3.3705348306871477
6114,0.06721835075493615,3.452742997289273
6360,0.07349612291094734,3.469284884471408
6040,0.03760955407878264,3.4697861537799577
6340,0.02571106486298996,3.8537584441289106
6105,0.09570916285396315,4.053764898240178
6051,0.06983533808244774,4.292369089109763
6010,0.04818378459013946,4.480345079815843
6513,0.0488261914863527,4.72596704100512
6457,0.033558463486703195,4.750027967815499
6516,0.04835401675530981,4.806671399681597
6810,0.022149430666042774,5.3560625618519
6106,0.05533501744255991,5.5560690159631685
6511,0.040410307316871515,8.079458715201584
6902,0.019357289979402892,8.355658104212385
